meterId,no_of_installation,p_size
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
8.252086526845714,37.509484212935064,8.252086526845714
2.419999912348762,10.999999601585282,2.419999912348762
1.5399999004999434,6.999999547727016,1.5399999004999434
2.1999999124805623,9.999999602184374,2.1999999124805623
4.588615379804979e-8,2.0857342635477176e-7,4.588615379804979e-8
4.588615379804979e-8,2.0857342635477176e-7,4.588615379804979e-8
4.5501052934416924e-8,2.068229678837133e-7,4.5501052934416924e-8
4.5596945875323285e-8,2.0725884488783313e-7,4.5596945875323285e-8
4.5596945875323285e-8,2.0725884488783313e-7,4.5596945875323285e-8
4.6379022176938004e-8,2.1081373716790003e-7,4.6379022176938004e-8
4.6791551341310734e-8,2.126888697332306e-7,4.6791551341310734e-8
4.9557629631678053e-8,2.2526195287126387e-7,4.9557629631678053e-8
4.179999948530272,18.999999766046688,4.179999948530272
3.52,16.0,3.52
1.1,5.0,1.1
2.64,12.0,2.64
5.06,22.999999999999996,5.06
4.343852989337389e-8,1.9744786315169949e-7,4.343852989337389e-8
4.343852989337389e-8,1.9744786315169949e-7,4.343852989337389e-8
4.343694128929515e-8,1.9744064222406885e-7,4.343694128929515e-8
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
2.6238691052305354,11.926677751047889,2.6238691052305354
